sample_id,video_id,start,end,event_start,event_end,duration,category,onset,offset,type,haveBGM,audio_irrelevant,event_duration,label
12219,v0200fg10000cdnhq7rc77u7roavd9vg,50.0,60.0,2.36,53.83,60.1,13,0.0,3.83,2,1,1,3.83,13
12220,v0d00fg10000ce042ijc77uet65fi9vg,28.270000000000003,38.27,30.11,46.71,48.27,49,1.84,10.0,4,0,0,8.16,49
12221,v0d00fg10000ce042ijc77uet65fi9vg,38.27,48.27,30.11,46.71,48.27,49,0.0,8.44,2,0,0,8.44,49
12222,v0300fg10000cdek5cjc77u7toeqtgj0,2.325,12.325,5.3,9.35,23.17,100,2.98,7.03,1,1,1,4.050000000000001,100
12223,v0d00fg10000c88bhd3c77uf7m9gfrag,0.0,10.0,0.0,31.26,31.27,92,0.0,10.0,4,0,0,10.0,92
12224,v0d00fg10000c88bhd3c77uf7m9gfrag,10.0,20.0,0.0,31.26,31.27,92,0.0,10.0,3,0,0,10.0,92
12225,v0d00fg10000c88bhd3c77uf7m9gfrag,20.0,30.0,0.0,31.26,31.27,92,0.0,10.0,3,0,0,10.0,92
12226,v0d00fg10000ccoohbbc77u8a62hl7l0,13.299999999999995,23.3,14.59,42.99,43.3,349,1.29,10.0,4,0,0,8.71,349
12227,v0d00fg10000ccoohbbc77u8a62hl7l0,23.3,33.3,14.59,42.99,43.3,349,0.0,10.0,3,0,0,10.0,349
12228,v0d00fg10000ccoohbbc77u8a62hl7l0,33.3,43.3,14.59,42.99,43.3,349,0.0,9.69,2,0,0,9.69,349
12229,v0300fg10000ca2bncjc77u1sbfvqvig,0.0,10.0,0.0,27.98,28.0,102,0.0,10.0,4,0,0,10.0,102
12230,v0300fg10000ca2bncjc77u1sbfvqvig,10.0,20.0,0.0,27.98,28.0,102,0.0,10.0,3,0,0,10.0,102
12231,v0300fae0000c0ursud8oqt0vp66aang,16.51,26.51,20.1,22.92,58.47,319,3.59,6.41,1,0,0,2.8200000000000003,319
12232,v0200fg10000cd33i6jc77u8uiv696og,0.0,10.0,0.0,23.83,23.85,108,0.0,10.0,4,0,0,10.0,108
12233,v0200fg10000cd33i6jc77u8uiv696og,10.0,20.0,0.0,23.83,23.85,108,0.0,10.0,3,0,0,10.0,108
12234,v0200fg10000cbvfg63c77u78d37clf0,5.585000000000001,15.585,8.92,22.25,28.24,69,3.33,10.0,4,1,0,6.67,69
12235,v0200fg10000cbvfg63c77u78d37clf0,15.585,25.585,8.92,22.25,28.24,69,0.0,6.66,2,1,0,6.66,69
12236,v0d00fg10000cbu5te3c77ubj57oe9sg,1.3049999999999995,11.305,5.2,7.41,14.23,151,3.9,6.11,1,1,1,2.2100000000000004,151
12237,v0300fg10000cdeippbc77u9ivb0tdo0,0.0,10.0,0.0,28.66,28.67,353,0.0,10.0,4,0,0,10.0,353
12238,v0300fg10000cdeippbc77u9ivb0tdo0,10.0,20.0,0.0,28.66,28.67,353,0.0,10.0,3,0,0,10.0,353
12239,v0d00fg10000cdcq5kbc77u5r13qfsl0,0.0,10.0,0.0,20.42,20.43,164,0.0,10.0,4,1,1,10.0,164
12240,v0d00fg10000cdcq5kbc77u5r13qfsl0,10.0,20.0,0.0,20.42,20.43,164,0.0,10.0,3,1,1,10.0,164
12241,v0200fg10000cdmc65jc77u27ig3t4ag,0.0,10.0,0.0,7.77,26.33,312,0.0,7.77,1,1,0,7.77,312
12242,v0300fg10000c5vsdt3c77ue8m05aetg,20.5,30.5,24.82,60.48,60.5,76,4.32,10.0,4,0,0,5.68,76
12243,v0300fg10000c5vsdt3c77ue8m05aetg,30.5,40.5,24.82,60.48,60.5,76,0.0,10.0,3,0,0,10.0,76
12244,v0300fg10000c5vsdt3c77ue8m05aetg,40.5,50.5,24.82,60.48,60.5,76,0.0,10.0,3,0,0,10.0,76
12245,v0300fg10000c5vsdt3c77ue8m05aetg,50.5,60.5,24.82,60.48,60.5,76,0.0,9.98,2,0,0,9.98,76
12246,v0300fg10000cdifnhjc77u8iku1hnj0,0.2249999999999996,10.225,3.3,17.15,17.67,347,3.08,10.0,4,1,0,6.92,347
12247,v0200fg10000ccd54frc77udjeoi5730,0.0,10.0,0.0,23.74,24.77,106,0.0,10.0,4,0,0,10.0,106
12248,v0200fg10000ccd54frc77udjeoi5730,10.0,20.0,0.0,23.74,24.77,106,0.0,10.0,3,0,0,10.0,106
12249,v0d00fg10000ce99bqrc77ueqi2ml96g,0.0,10.0,0.0,41.06,41.07,116,0.0,10.0,4,0,0,10.0,116
12250,v0d00fg10000ce99bqrc77ueqi2ml96g,10.0,20.0,0.0,41.06,41.07,116,0.0,10.0,3,0,0,10.0,116
12251,v0d00fg10000ce99bqrc77ueqi2ml96g,20.0,30.0,0.0,41.06,41.07,116,0.0,10.0,3,0,0,10.0,116
12252,v0d00fg10000ce99bqrc77ueqi2ml96g,30.0,40.0,0.0,41.06,41.07,116,0.0,10.0,3,0,0,10.0,116
12253,v0200fg10000cbn4b1rc77u51th1rdhg,6.795,16.795,10.49,13.1,32.27,78,3.7,6.3,1,1,1,2.6,78
12254,v0d00fg10000cbiticbc77uf66j5go20,0.0,10.0,0.0,57.52,57.54,353,0.0,10.0,4,0,0,10.0,353
12255,v0d00fg10000cbiticbc77uf66j5go20,10.0,20.0,0.0,57.52,57.54,353,0.0,10.0,3,0,0,10.0,353
12256,v0d00fg10000cbiticbc77uf66j5go20,20.0,30.0,0.0,57.52,57.54,353,0.0,10.0,3,0,0,10.0,353
12257,v0d00fg10000cbiticbc77uf66j5go20,30.0,40.0,0.0,57.52,57.54,353,0.0,10.0,3,0,0,10.0,353
12258,v0d00fg10000cbiticbc77uf66j5go20,40.0,50.0,0.0,57.52,57.54,353,0.0,10.0,3,0,0,10.0,353
12259,v0300fg10000ca2co7jc77uckt0h3ivg,0.0,10.0,0.07,19.33,22.69,131,0.07,10.0,4,1,1,9.93,131
12260,v0300fg10000ca2co7jc77uckt0h3ivg,10.0,20.0,0.07,19.33,22.69,131,0.0,9.33,2,1,1,9.33,131
12261,v0300ca10000bue9q7ma7lnii9isjj90,0.0,10.0,0.0,19.35,19.36,106,0.0,10.0,4,1,0,10.0,106
12262,v0300fg10000cc2bjp3c77u3u22b0pr0,1.41,11.41,3.12,9.7,12.7,169,1.71,8.29,1,1,0,6.579999999999999,169
12263,v0300fg10000cbh5hbbc77u2f5c1nutg,1.865,11.865,5.15,8.58,49.09,333,3.29,6.71,1,1,1,3.42,333
12264,v0d00fg10000cdegn6bc77ufbkvki25g,0.0,10.0,0.0,23.09,23.1,360,0.0,10.0,4,1,1,10.0,360
12265,v0d00fg10000cdegn6bc77ufbkvki25g,10.0,20.0,0.0,23.09,23.1,360,0.0,10.0,3,1,1,10.0,360
12266,v0200fg10000ca6nhvjc77u4mli8s2j0,0.0,10.0,0.0,1.7,12.84,307,0.0,1.7,1,1,0,1.7,307
12267,v0200fg10000c8grkjrc77u4i79i9460,1.08,11.08,4.41,7.75,15.07,61,3.33,6.67,1,1,1,3.34,61
12268,v0200fg10000ce3daijc77u96bun6lc0,27.98,37.98,30.24,57.98,57.98,358,2.26,10.0,4,1,1,7.74,358
12269,v0200fg10000ce3daijc77u96bun6lc0,37.98,47.98,30.24,57.98,57.98,358,0.0,10.0,3,1,1,10.0,358
12270,v0200fg10000ce3daijc77u96bun6lc0,47.98,57.98,30.24,57.98,57.98,358,0.0,10.0,2,1,1,10.0,358
12271,v0200fg10000cb40sorc77uf8visb4dg,0.0,10.0,0.0,10.77,13.65,105,0.0,10.0,4,1,1,10.0,105
12272,v0200fg10000c62c023c77u6705v8v80,0.0,10.0,0.0,13.39,13.4,55,0.0,10.0,4,1,1,10.0,55
12273,v0200fg10000cbcgb6rc77udk5era640,0.0,10.0,0.0,59.97,60.0,74,0.0,10.0,4,1,1,10.0,74
12274,v0200fg10000cbcgb6rc77udk5era640,10.0,20.0,0.0,59.97,60.0,74,0.0,10.0,3,1,1,10.0,74
12275,v0200fg10000cbcgb6rc77udk5era640,20.0,30.0,0.0,59.97,60.0,74,0.0,10.0,3,1,1,10.0,74
12276,v0200fg10000cbcgb6rc77udk5era640,30.0,40.0,0.0,59.97,60.0,74,0.0,10.0,3,1,1,10.0,74
12277,v0200fg10000cbcgb6rc77udk5era640,40.0,50.0,0.0,59.97,60.0,74,0.0,10.0,3,1,1,10.0,74
12278,v0200fg10000cbcgb6rc77udk5era640,50.0,60.0,0.0,59.97,60.0,74,0.0,9.97,2,1,1,9.97,74
12279,v0200fg10000cc4cc33c77uem2j3tt80,0.0,10.0,3.07,45.34,45.35,359,3.07,10.0,4,0,0,6.93,359
12280,v0200fg10000cc4cc33c77uem2j3tt80,10.0,20.0,3.07,45.34,45.35,359,0.0,10.0,3,0,0,10.0,359
12281,v0200fg10000cc4cc33c77uem2j3tt80,20.0,30.0,3.07,45.34,45.35,359,0.0,10.0,3,0,0,10.0,359
12282,v0200fg10000cc4cc33c77uem2j3tt80,30.0,40.0,3.07,45.34,45.35,359,0.0,10.0,3,0,0,10.0,359
12283,v0200fg10000ce5e54rc77ue2f831mo0,0.0,10.0,3.36,6.08,13.72,145,3.36,6.08,1,1,1,2.72,145
12284,v0d00fg10000cdlnr1rc77uce6ru3pfg,7.539999999999999,17.54,10.64,27.53,27.54,398,3.1,10.0,4,1,0,6.9,398
12285,v0d00fg10000cdlnr1rc77uce6ru3pfg,17.54,27.54,10.64,27.53,27.54,398,0.0,9.99,2,1,0,9.99,398
12286,v0200fg10000cddj5g3c77u967vskji0,3.725,13.725,4.33,13.12,30.21,231,0.61,9.39,1,1,1,8.780000000000001,231
12287,v0200fg10000cc4ablrc77u3meoipsug,0.0,10.0,1.02,5.67,11.23,67,1.02,5.67,1,1,0,4.65,67
12288,v0d00fg10000cb58pe3c77u3bcgcfag0,7.720000000000001,17.72,8.52,16.92,20.48,199,0.8,9.2,1,1,0,8.399999999999999,199
12289,v0200fg10000ca17qjjc77u0l38smf10,0.0,10.0,0.0,14.32,14.33,57,0.0,10.0,4,1,1,10.0,57
12290,v0d00fg10000cdjst43c77u4gs1edsh0,0.0,10.0,0.0,3.0,55.82,305,0.0,3.0,1,1,0,3.0,305
12291,v0300fg10000cchd8n3c77uav6b37dcg,0.0,10.0,0.0,29.98,30.0,81,0.0,10.0,4,0,0,10.0,81
12292,v0300fg10000cchd8n3c77uav6b37dcg,10.0,20.0,0.0,29.98,30.0,81,0.0,10.0,3,0,0,10.0,81
12293,v0300fg10000cchd8n3c77uav6b37dcg,20.0,30.0,0.0,29.98,30.0,81,0.0,9.98,2,0,0,9.98,81
12294,v0200fg10000cb7tm9rc77u0le1v23ig,4.800000000000001,14.8,6.51,14.8,14.8,19,1.71,10.0,1,1,1,8.29,19
12295,v0d00fg10000cdpkp03c77udf56ahk7g,0.91,10.91,5.32,6.56,10.91,334,4.41,5.65,1,0,0,1.2400000000000002,334
12296,v0300fg10000cch9jcrc77ubasmvt6f0,0.740000000000002,10.740000000000002,2.46,59.02,59.05,81,1.72,10.0,4,0,0,8.28,81
12297,v0300fg10000cch9jcrc77ubasmvt6f0,10.740000000000002,20.74,2.46,59.02,59.05,81,0.0,10.0,3,0,0,10.0,81
12298,v0300fg10000cch9jcrc77ubasmvt6f0,20.74,30.74,2.46,59.02,59.05,81,0.0,10.0,3,0,0,10.0,81
12299,v0300fg10000cch9jcrc77ubasmvt6f0,30.74,40.74,2.46,59.02,59.05,81,0.0,10.0,3,0,0,10.0,81
12300,v0300fg10000cch9jcrc77ubasmvt6f0,40.74,50.74,2.46,59.02,59.05,81,0.0,10.0,3,0,0,10.0,81
12301,v0300fg10000cca9tgrc77u24jgjrccg,0.0,7.87,0.0,7.87,7.87,312,0.0,7.87,1,1,0,7.87,312
12302,v0200fg10000cbp6crbc77u1bnv53cb0,0.0,10.0,0.0,26.23,26.23,310,0.0,10.0,4,1,1,10.0,310
12303,v0200fg10000cbp6crbc77u1bnv53cb0,10.0,20.0,0.0,26.23,26.23,310,0.0,10.0,3,1,1,10.0,310
12304,v0300fg10000cdvdf7bc77u87vj726vg,2.96,12.96,4.9,11.02,51.38,55,1.94,8.06,1,0,0,6.120000000000001,55
12305,v0300fg10000cdpg4o3c77u817ieg5p0,0.0,10.0,0.0,3.0,14.51,77,0.0,3.0,1,1,1,3.0,77
12306,v0d00fg10000c5v5t6jc77ucec60kqug,3.2049999999999983,13.204999999999998,5.01,31.4,37.38,349,1.81,10.0,4,0,0,8.19,349
12307,v0d00fg10000c5v5t6jc77ucec60kqug,13.204999999999998,23.205,5.01,31.4,37.38,349,0.0,10.0,3,0,0,10.0,349
12308,v0d00fg10000c5v5t6jc77ucec60kqug,23.205,33.205,5.01,31.4,37.38,349,0.0,8.2,2,0,0,8.2,349
12309,v0d00fg10000cdnglkjc77uasrhe57ag,0.0,10.0,0.0,26.54,26.54,164,0.0,10.0,4,0,0,10.0,164
12310,v0d00fg10000cdnglkjc77uasrhe57ag,10.0,20.0,0.0,26.54,26.54,164,0.0,10.0,3,0,0,10.0,164
12311,v0d00fg10000cahcimrc77u8sbb1m23g,0.0,10.0,0.0,24.28,24.29,50,0.0,10.0,4,0,1,10.0,50
12312,v0d00fg10000cahcimrc77u8sbb1m23g,10.0,20.0,0.0,24.28,24.29,50,0.0,10.0,3,0,1,10.0,50
12313,v0d00fg10000c9so26jc77uaaohjess0,0.0,10.0,0.0,31.2,31.42,341,0.0,10.0,4,0,0,10.0,341
12314,v0d00fg10000c9so26jc77uaaohjess0,10.0,20.0,0.0,31.2,31.42,341,0.0,10.0,3,0,0,10.0,341
12315,v0d00fg10000c9so26jc77uaaohjess0,20.0,30.0,0.0,31.2,31.42,341,0.0,10.0,3,0,0,10.0,341
12316,v0200fg10000ce0opmrc77u3pqadlmp0,5.965,15.965,8.37,23.56,30.03,199,2.4,10.0,4,1,1,7.6,199
12317,v0200fg10000ce0opmrc77u3pqadlmp0,15.965,25.965,8.37,23.56,30.03,199,0.0,7.59,2,1,1,7.59,199
12318,v0d00fg10000cd5snsrc77udsmrjkojg,4.42,14.42,6.94,11.9,23.01,36,2.52,7.48,1,1,1,4.960000000000001,36
12319,v0300fg10000cbmh7nbc77u102bophig,44.73,54.73,48.54,54.72,54.73,19,3.81,9.99,1,0,0,6.18,19
12320,v0d00fg10000ccfhftbc77u684gbunkg,0.0,10.0,3.63,5.69,12.58,12,3.63,5.69,1,1,1,2.0600000000000005,12
12321,v0200fg10000cdkk70jc77u26a1rmg8g,0.9700000000000006,10.97,3.76,10.96,10.97,305,2.79,9.99,1,1,1,7.2,305
12322,v0300fg10000ccg57ejc77u62qnblqe0,0.370000000000001,10.37,6.85,27.85,30.37,81,6.48,10.0,4,0,0,3.52,81
12323,v0300fg10000ccg57ejc77u62qnblqe0,10.37,20.37,6.85,27.85,30.37,81,0.0,10.0,3,0,0,10.0,81
12324,v0300fg10000ccg57ejc77u62qnblqe0,20.37,30.37,6.85,27.85,30.37,81,0.0,7.48,2,0,0,7.48,81
12325,v0d00fg10000cdkgkbjc77uf5gv1n62g,0.0,10.0,0.0,25.72,25.73,10,0.0,10.0,4,0,0,10.0,10
12326,v0d00fg10000cdkgkbjc77uf5gv1n62g,10.0,20.0,0.0,25.72,25.73,10,0.0,10.0,3,0,0,10.0,10
12327,v0d00fg10000c5p4a1rc77u84a1f4sd0,7.535,17.535,9.6,25.47,35.23,78,2.06,10.0,4,1,1,7.939999999999999,78
12328,v0d00fg10000c5p4a1rc77u84a1f4sd0,17.535,27.535,9.6,25.47,35.23,78,0.0,7.93,2,1,1,7.93,78
12329,v0200fg10000cdum6trc77u7liubb6bg,0.0,10.0,0.71,1.82,40.29,322,0.71,1.82,1,0,0,1.11,322
12330,v0300fg10000cdth93bc77u5ecevim30,0.0,7.45,0.0,7.45,7.45,164,0.0,7.45,1,1,0,7.45,164
12331,v0200fg10000cdi6ce3c77u85qtlivag,0.0,10.0,1.51,23.92,26.49,84,1.51,10.0,4,0,0,8.49,84
12332,v0200fg10000cdi6ce3c77u85qtlivag,10.0,20.0,1.51,23.92,26.49,84,0.0,10.0,3,0,0,10.0,84
12333,v0200fg10000ce5b633c77u5qbf5djug,0.0,10.0,0.0,21.83,22.5,14,0.0,10.0,4,1,1,10.0,14
12334,v0200fg10000ce5b633c77u5qbf5djug,10.0,20.0,0.0,21.83,22.5,14,0.0,10.0,3,1,1,10.0,14
12335,v0d00fg10000cdj7vvrc77uflejnobp0,0.0,10.0,0.03,3.04,11.01,305,0.03,3.04,1,1,1,3.01,305
12336,v0200fg10000cds8q8bc77u0iig7dn80,6.68,16.68,10.73,22.63,43.98,319,4.05,10.0,4,1,1,5.95,319
12337,v0200fg10000cds8q8bc77u0iig7dn80,16.68,26.68,10.73,22.63,43.98,319,0.0,5.95,2,1,1,5.95,319
12338,v0d00fg10000ce0urfjc77uass4amk2g,7.450000000000003,17.450000000000003,11.66,53.91,57.45,13,4.21,10.0,4,0,0,5.79,13
12339,v0d00fg10000ce0urfjc77uass4amk2g,17.450000000000003,27.450000000000003,11.66,53.91,57.45,13,0.0,10.0,3,0,0,10.0,13
12340,v0d00fg10000ce0urfjc77uass4amk2g,27.450000000000003,37.45,11.66,53.91,57.45,13,0.0,10.0,3,0,0,10.0,13
12341,v0d00fg10000ce0urfjc77uass4amk2g,37.45,47.45,11.66,53.91,57.45,13,0.0,10.0,3,0,0,10.0,13
12342,v0d00fg10000ce0urfjc77uass4amk2g,47.45,57.45,11.66,53.91,57.45,13,0.0,6.46,2,0,0,6.46,13
12343,v0200fg10000cc4kipjc77ue63614fvg,0.0,10.0,0.0,18.8,18.81,397,0.0,10.0,4,1,1,10.0,397
12344,v0300fg10000cbkghhjc77u4hblainn0,1.87,11.87,5.6,8.14,34.33,37,3.73,6.27,1,0,0,2.54,37
12345,v0d00fg10000cc5hb8bc77ubmuu8bj6g,0.0,10.0,0.0,47.87,47.93,57,0.0,10.0,4,1,1,10.0,57
12346,v0d00fg10000cc5hb8bc77ubmuu8bj6g,10.0,20.0,0.0,47.87,47.93,57,0.0,10.0,3,1,1,10.0,57
12347,v0d00fg10000cc5hb8bc77ubmuu8bj6g,20.0,30.0,0.0,47.87,47.93,57,0.0,10.0,3,1,1,10.0,57
12348,v0d00fg10000cc5hb8bc77ubmuu8bj6g,30.0,40.0,0.0,47.87,47.93,57,0.0,10.0,3,1,1,10.0,57
12349,v0300fg10000cdmqvojc77uatd23noqg,0.0,10.0,0.0,10.6,10.6,14,0.0,10.0,4,1,1,10.0,14
12350,v0200fg10000c3ghj3jc77u41p3k4hrg,0.0,10.0,0.0,11.28,11.28,98,0.0,10.0,4,1,1,10.0,98
12351,v0300c440000bu75e20eit1ffdjh8130,11.9,21.9,14.54,49.26,57.22,81,2.64,10.0,4,0,0,7.359999999999999,81
12352,v0300c440000bu75e20eit1ffdjh8130,21.9,31.9,14.54,49.26,57.22,81,0.0,10.0,3,0,0,10.0,81
12353,v0300c440000bu75e20eit1ffdjh8130,31.9,41.9,14.54,49.26,57.22,81,0.0,10.0,3,0,0,10.0,81
12354,v0300c440000bu75e20eit1ffdjh8130,41.9,51.9,14.54,49.26,57.22,81,0.0,7.36,2,0,0,7.36,81
12355,v0d00fg10000casmvhbc77u0luqh78t0,0.0,10.0,0.0,11.97,11.98,337,0.0,10.0,4,1,0,10.0,337
12356,v0d00fg10000cdl1bsrc77u5jcrlk6t0,0.0,10.0,0.0,5.11,10.37,322,0.0,5.11,1,1,1,5.11,322
12357,v0200fg10000c8a82v3c77udvmk6h1bg,0.0,10.0,2.18,35.96,35.97,102,2.18,10.0,4,0,0,7.82,102
12358,v0200fg10000c8a82v3c77udvmk6h1bg,10.0,20.0,2.18,35.96,35.97,102,0.0,10.0,3,0,0,10.0,102
12359,v0200fg10000c8a82v3c77udvmk6h1bg,20.0,30.0,2.18,35.96,35.97,102,0.0,10.0,3,0,0,10.0,102
12360,v0d00fg10000cdahpjjc77ucqkj8d25g,7.025,17.025,10.67,13.38,32.72,232,3.64,6.36,1,1,1,2.72,232
12361,v0d00fg10000c503irrc77u2nfsid7fg,0.0,10.0,0.0,17.93,17.93,397,0.0,10.0,4,0,0,10.0,397
12362,v0300f680000bt2hnekj0srsg6s1hgjg,0.0,10.0,0.0,19.36,19.37,108,0.0,10.0,4,0,0,10.0,108
12363,v0300fg10000cdd7so3c77ucfvsejqbg,0.0,10.0,0.0,7.45,11.67,60,0.0,7.45,1,1,0,7.45,60
12364,v0200cg10000c2rlees49rc03dnu6b5g,0.0,10.0,0.0,2.77,10.1,20,0.0,2.77,1,1,1,2.77,20
12365,v0200fg10000cbjkg93c77u33sqjav0g,5.140000000000001,15.14,9.11,15.13,15.14,228,3.97,9.99,1,1,1,6.02,228
12366,v0200fg10000ca1m6r3c77ua4css4lrg,0.0,9.24,6.7,8.07,9.24,338,6.7,8.07,1,1,1,1.37,338
12367,v0200fg10000c2utfcpqg7m3lfnsv13g,1.3100000000000025,11.310000000000002,5.13,57.49,57.5,353,3.82,10.0,4,0,0,6.18,353
12368,v0200fg10000c2utfcpqg7m3lfnsv13g,11.310000000000002,21.31,5.13,57.49,57.5,353,0.0,10.0,3,0,0,10.0,353
12369,v0200fg10000c2utfcpqg7m3lfnsv13g,21.31,31.31,5.13,57.49,57.5,353,0.0,10.0,3,0,0,10.0,353
12370,v0200fg10000c2utfcpqg7m3lfnsv13g,31.31,41.31,5.13,57.49,57.5,353,0.0,10.0,3,0,0,10.0,353
12371,v0200fg10000c2utfcpqg7m3lfnsv13g,41.31,51.31,5.13,57.49,57.5,353,0.0,10.0,3,0,0,10.0,353
12372,v0d00fg10000cbn3vc3c77u0a71pg2mg,0.0,10.0,0.01,14.91,14.91,353,0.01,10.0,4,0,0,9.99,353
12373,v0200fg10000cd5u2i3c77u2bnmbusjg,0.0,10.0,0.0,1.14,11.73,334,0.0,1.14,1,1,1,1.14,334
12374,v0200fg10000c8m6clrc77u9hj0v7pkg,20.03,30.03,23.31,26.75,40.2,20,3.28,6.72,1,0,0,3.44,20
12375,v0d00fg10000ccb9varc77u4e32qn4o0,0.0,10.0,2.54,34.47,35.9,13,2.54,10.0,4,1,1,7.46,13
12376,v0d00fg10000ccb9varc77u4e32qn4o0,10.0,20.0,2.54,34.47,35.9,13,0.0,10.0,3,1,1,10.0,13
12377,v0d00fg10000ccb9varc77u4e32qn4o0,20.0,30.0,2.54,34.47,35.9,13,0.0,10.0,3,1,1,10.0,13
12378,v0200fg10000c9srbdbc77u4qnm29f10,0.0,9.75,0.0,9.75,9.75,344,0.0,9.75,1,1,1,9.75,344
12379,v0200fg10000cb6jla3c77u64frcuvv0,0.0,10.0,1.92,5.19,42.93,310,1.92,5.19,1,1,0,3.2700000000000005,310
12380,v0d00fg10000ccmo4krc77uci12rg25g,0.0,10.0,0.0,21.86,21.87,14,0.0,10.0,4,1,1,10.0,14
12381,v0d00fg10000ccmo4krc77uci12rg25g,10.0,20.0,0.0,21.86,21.87,14,0.0,10.0,3,1,1,10.0,14
12382,v0300fg10000cd4h3e3c77u39j12ma5g,0.0,10.0,0.0,10.23,15.05,116,0.0,10.0,4,1,1,10.0,116
12383,v0d00fg10000ce089rjc77ucq97kqpj0,1.3999999999999986,11.4,6.14,41.4,41.4,14,4.74,10.0,4,1,0,5.26,14
12384,v0d00fg10000ce089rjc77ucq97kqpj0,11.4,21.4,6.14,41.4,41.4,14,0.0,10.0,3,1,0,10.0,14
12385,v0d00fg10000ce089rjc77ucq97kqpj0,21.4,31.4,6.14,41.4,41.4,14,0.0,10.0,3,1,0,10.0,14
12386,v0d00fg10000ce089rjc77ucq97kqpj0,31.4,41.4,6.14,41.4,41.4,14,0.0,10.0,2,1,0,10.0,14
12387,v0200fg10000ccn6jrrc77u0sire3fsg,0.8450000000000006,10.845,5.72,15.97,27.28,232,4.87,10.0,4,1,1,5.13,232
12388,v0200fg10000ccn6jrrc77u0sire3fsg,10.845,20.845,5.72,15.97,27.28,232,0.0,5.12,2,1,1,5.12,232
12389,v0d00fg10000cdgf5sbc77u5f0qhmg90,6.27,16.27,9.09,13.45,19.37,338,2.82,7.18,1,1,0,4.359999999999999,338
12390,v0200fg10000cdf5acrc77udisoe44j0,0.0,10.0,0.0,21.54,21.55,98,0.0,10.0,4,1,0,10.0,98
12391,v0200fg10000cdf5acrc77udisoe44j0,10.0,20.0,0.0,21.54,21.55,98,0.0,10.0,3,1,0,10.0,98
12392,v0200fg10000c9ogot3c77u495kbn400,0.0099999999999997,10.01,3.54,6.48,12.21,333,3.53,6.47,1,1,1,2.94,333
12393,v0d00fg10000cbu7nsbc77u3ajjme15g,5.670000000000002,15.670000000000002,13.59,55.65,55.67,349,7.92,10.0,4,1,0,2.08,349
12394,v0d00fg10000cbu7nsbc77u3ajjme15g,15.670000000000002,25.67,13.59,55.65,55.67,349,0.0,10.0,3,1,0,10.0,349
12395,v0d00fg10000cbu7nsbc77u3ajjme15g,25.67,35.67,13.59,55.65,55.67,349,0.0,10.0,3,1,0,10.0,349
12396,v0d00fg10000cbu7nsbc77u3ajjme15g,35.67,45.67,13.59,55.65,55.67,349,0.0,10.0,3,1,0,10.0,349
12397,v0d00fg10000cbu7nsbc77u3ajjme15g,45.67,55.67,13.59,55.65,55.67,349,0.0,9.98,2,1,0,9.98,349
12398,v0200fg10000cdkrprbc77u29p9c3th0,0.0,10.0,0.0,15.46,15.46,398,0.0,10.0,4,1,0,10.0,398
12399,v0200fg10000cdatj93c77u49sojhbig,0.0,10.0,2.14,32.69,36.57,84,2.14,10.0,4,0,0,7.859999999999999,84
12400,v0200fg10000cdatj93c77u49sojhbig,10.0,20.0,2.14,32.69,36.57,84,0.0,10.0,3,0,0,10.0,84
12401,v0200fg10000cdatj93c77u49sojhbig,20.0,30.0,2.14,32.69,36.57,84,0.0,10.0,3,0,0,10.0,84
12402,v0200fg10000cb14oirc77udb9ene5bg,0.0,9.71,0.0,9.71,9.71,337,0.0,9.71,1,1,0,9.71,337
12403,v0200fg10000cdb1hsbc77ufohv6pp30,0.0,10.0,0.0,51.42,64.27,12,0.0,10.0,4,1,1,10.0,12
12404,v0200fg10000cdb1hsbc77ufohv6pp30,10.0,20.0,0.0,51.42,64.27,12,0.0,10.0,3,1,1,10.0,12
12405,v0200fg10000cdb1hsbc77ufohv6pp30,20.0,30.0,0.0,51.42,64.27,12,0.0,10.0,3,1,1,10.0,12
12406,v0200fg10000cdb1hsbc77ufohv6pp30,30.0,40.0,0.0,51.42,64.27,12,0.0,10.0,3,1,1,10.0,12
12407,v0200fg10000cdb1hsbc77ufohv6pp30,40.0,50.0,0.0,51.42,64.27,12,0.0,10.0,3,1,1,10.0,12
12408,v0200fg10000cdb1hsbc77ufohv6pp30,50.0,60.0,0.0,51.42,64.27,12,0.0,1.42,2,1,1,1.42,12
12409,v0200fg10000cdfp4frc77u84a2p1ot0,2.75,12.75,4.98,10.52,13.98,338,2.23,7.77,1,1,0,5.539999999999999,338
12410,v0d00fg10000cc5k0cjc77ud2ljoctgg,3.25,13.25,5.76,20.74,41.4,56,2.51,10.0,4,1,0,7.49,56
12411,v0d00fg10000cc5k0cjc77ud2ljoctgg,13.25,23.25,5.76,20.74,41.4,56,0.0,7.49,2,1,0,7.49,56
12412,v0200fea0000btm6td7jftlnjeqeuk60,0.0,10.0,0.0,12.89,12.91,307,0.0,10.0,4,1,1,10.0,307
12413,v0200fg10000cd7qtqrc77u9j0fmvnlg,1.4299999999999995,11.43,5.99,26.87,27.43,118,4.56,10.0,4,1,0,5.44,118
12414,v0200fg10000cd7qtqrc77u9j0fmvnlg,11.43,21.43,5.99,26.87,27.43,118,0.0,10.0,3,1,0,10.0,118
12415,v0300fg10000cc0rtajc77u84v15lheg,0.0,10.0,0.0,15.25,15.26,56,0.0,10.0,4,1,0,10.0,56
