sample_id,video_id,onset,offset,label
13341,v0d00fg10000cdho79bc77u4lam71lig,0,10,106
13342,v0d00fg10000cdho79bc77u4lam71lig,0,10,106
13345,v0300fg10000cdj26tjc77udqltc4lhg,0,10,69
13346,v0300fg10000cdj26tjc77udqltc4lhg,0,10,69
13348,v0d00fb70000burn46d09aeo4uoq8ml0,0,10,77
13349,v0300fg10000c1qmcppvdhn4cjcsj45g,0,10,231
13350,v0300fg10000c1qmcppvdhn4cjcsj45g,0,2.11,231
13351,v0300fc40000c0238ajc26mi9lkbrmog,1.07,10,77
13352,v0300fc40000c0238ajc26mi9lkbrmog,0,10,77
13353,v0300fc40000c0238ajc26mi9lkbrmog,0,10,77
13354,v0300fc40000c0238ajc26mi9lkbrmog,0,10,77
13355,v0300fc40000c0238ajc26mi9lkbrmog,0,9.97,77
13356,v0200fg10000ccpdmtrc77ua13v058ng,1.85,10,388
13357,v0200fg10000ccpdmtrc77ua13v058ng,0,10,388
13358,v0200fg10000ccpdmtrc77ua13v058ng,0,10,388
13359,v0200fg10000ccpdmtrc77ua13v058ng,0,9.96,388
13360,v02033g10000cane0cbc77u83uetivm0,0,10,37
13361,v0d00fg10000caokfm3c77u6tcckq26g,2.51,10,81
13362,v0d00fg10000caokfm3c77u6tcckq26g,0,10,81
13363,v0d00fg10000caokfm3c77u6tcckq26g,0,10,81
13364,v0d00fg10000caokfm3c77u6tcckq26g,0,10,81
13365,v0200fg10000cdou6sbc77u41epsuvfg,0,10,310
13366,v0d00fg10000cd1os8jc77u6jdahulf0,2.47,5.47,37
13367,v0d00fg10000cdm4ajjc77ucd186to40,0,10,360
13368,v0300fg10000cccltgjc77u8n71luihg,0,10,151
13369,v0200fg10000cc8avqbc77uchpf8shv0,0,10,93
13370,v0300fg10000cb6dodjc77u7fq7h5ac0,0,3,338
13372,v0300fg10000caclgirc77u3vnkhm800,0,8.43,32
13373,v0200fg10000cbbmljrc77u13hjv2dog,0.59,10,310
13374,v0200fg10000cbbmljrc77u13hjv2dog,0,10,310
13375,v0200fg10000cbbmljrc77u13hjv2dog,0,10,310
13376,v0200fg10000cbbmljrc77u13hjv2dog,0,10,310
13377,v0200fg10000cd9t9e3c77u76vt7cf20,1.09,10,104
13378,v0300fg10000cdhnn43c77ualtmghc00,0.94,10,93
13379,v0300fg10000cdhnn43c77ualtmghc00,0,10,93
13380,v0300fg10000cdhnn43c77ualtmghc00,0,10,93
13381,v0300fg10000cdhnn43c77ualtmghc00,0,10,93
13382,v0200fg10000cdpddfrc77u3psije810,1.61,8.38,312
13383,v0d00f080000bv08rel9mkoe2ohrc8sg,3.79,10,235
13384,v0d00fg10000ccha7gbc77u4c4sm95ng,1.31,10,151
13385,v0d00fg10000cddm92rc77ucm93aa44g,1.02,10,76
13386,v0d00fbb0000c18pv1fpfol9rvj2ekig,0,10,343
13387,v0d00fbb0000c18pv1fpfol9rvj2ekig,0,10,343
13388,v0d00fbb0000c18pv1fpfol9rvj2ekig,0,10,343
13389,v0d00fbb0000c18pv1fpfol9rvj2ekig,0,10,343
13390,v0d00fbb0000c18pv1fpfol9rvj2ekig,0,10,343
13391,v0d00fg10000cbn4dkbc77uacd5ru3l0,0,10,353
13392,v0d00fg10000cbn4dkbc77uacd5ru3l0,0,10,353
13393,v0200fg10000ccg04s3c77u2lse69p3g,0,9.86,54
13394,v0d00fg10000cc9mjbbc77u80m6bbrv0,0,10,353
13395,v0200fg10000cb0iv13c77u5gshp8ndg,0,10,306
13396,v0300fg10000c6s86tjc77ubmivtc66g,0,10,358
13397,v0300fg10000c6s86tjc77ubmivtc66g,0,10,358
13398,v0300fg10000c6s86tjc77ubmivtc66g,0,10,358
13399,v0300fg10000c6s86tjc77ubmivtc66g,0,10,358
13400,v0300fg10000c6s86tjc77ubmivtc66g,0,10,358
13401,v0200cg10000caigqcbc77ufi0fhj8p0,0,10,80
13402,v0300cg10000c64i7qbc77u4g71n2630,0,10,77
13405,v0d00fg10000cc3ku8bc77u60e6ai160,0,10,55
13406,v0d00fg10000cc3ku8bc77u60e6ai160,0,9.99,55
13407,v0300fg10000cdjslubc77ue07qk5pog,0,5.43,120
13408,v0d00fg10000cdidoqbc77u90fe7v63g,1.68,10,398
13409,v0d00fg10000cdidoqbc77u90fe7v63g,0,10,398
13411,v0200fg10000ce07bjrc77u4k3df0qbg,0,7.6,56
13412,v0d00fg10000ce3952jc77u4qg1u88o0,0,10,358
13413,v0d00fg10000ce3952jc77u4qg1u88o0,0,10,358
13414,v0d00fg10000ce3952jc77u4qg1u88o0,0,10,358
13415,v0d00fg10000ce3952jc77u4qg1u88o0,0,10,358
13416,v0300fg10000cc3ep1jc77u17l6tl3a0,2.64,4.61,338
13417,v0d00fg10000ca6okh3c77u5b83p4sm0,2.34,7.65,102
13418,v0200fg10000cca1kkjc77u4nvjjase0,0,10,71
13419,v0200fg10000cca1kkjc77u4nvjjase0,0,10,71
13420,v0200fg10000cca1kkjc77u4nvjjase0,0,10,71
13421,v0d00fg10000ce7riu3c77u07jc3iu20,0,10,196
13422,v0d00fg10000ce7riu3c77u07jc3iu20,0,10,196
13423,v0d00fg10000c4cankbc77u1p5bdqesg,0.35,9.64,133
13424,v0d00fg10000cc2tfibc77udvorech1g,0,10,69
13425,v0d00fg10000cc2tfibc77udvorech1g,0,10,69
13426,v0200fa60000c0ofqa0qdvpfqkstpneg,8.69,10,349
13427,v0200fa60000c0ofqa0qdvpfqkstpneg,0,9.96,349
13428,v0d00fg10000cd6dq3jc77u4kfe5aqsg,0,10,55
13429,v0d00fg10000cd6dq3jc77u4kfe5aqsg,0,10,55
13430,v0d00fg10000cdb0gdbc77udv8d8uou0,0,10,348
13431,v0300cg10000cbg9r83c77u0isp3ull0,0,10,319
13432,v0300cg10000cbg9r83c77u0isp3ull0,0,10,319
13433,v0300cg10000cbg9r83c77u0isp3ull0,0,10,319
13434,v0200fg10000cc0ohbjc77u7v20vvl90,1.62,10,93
13435,v0200fg10000cc0ohbjc77u7v20vvl90,0,10,93
13436,v0200fg10000cc0ohbjc77u7v20vvl90,0,10,93
13437,v0200fg10000cc0ohbjc77u7v20vvl90,0,10,93
13439,v0200c960000bufuh1854774ktp02qeg,4.17,5.86,99
13440,v0300fg10000c5j3jnrc77ufkrvsb6lg,1.17,10,228
13441,v0300fg10000c5j3jnrc77ufkrvsb6lg,0,8.83,228
13442,v0200fc40000c0kidfj321vu7envrhb0,0,10,69
13443,v0200fc40000c0kidfj321vu7envrhb0,0,10,69
13444,v0300fg10000cdqdccrc77u55qrbfni0,0,6.71,104
13445,v0d00fg10000c7r6qurc77u0ij03646g,1.62,8.38,77
13446,v0d00fg10000ccnditrc77ucp9uip2lg,0,9.1,151
13447,v0300fg10000cd5tk6rc77udscpufuf0,7.2,10,358
13448,v0300fg10000cd5tk6rc77udscpufuf0,0,10,358
13449,v0300fg10000cd5tk6rc77udscpufuf0,0,10,358
13450,v0300fg10000cd5tk6rc77udscpufuf0,0,9.99,358
13451,v0300fg10000cdr2033c77u318sklogg,0,10,310
13452,v0200fg10000cec3nqrc77udp714dc9g,0,9.07,99
13453,v0300fg10000cdca83jc77u1i7j1nno0,1.91,8.09,32
13455,v0300fg10000ce1kvbrc77ua7o1jvlqg,2.68,10,358
13456,v0300fg10000ce1kvbrc77ua7o1jvlqg,0,10,358
13457,v0300fg10000ce1kvbrc77ua7o1jvlqg,0,10,358
13458,v0300fg10000ce1kvbrc77ua7o1jvlqg,0,10,358
13459,v0d00fg10000cbtq00bc77u5fc4561og,4.03,10,319
13460,v0d00fg10000cbtq00bc77u5fc4561og,0,10,319
13461,v0d00fg10000cbtq00bc77u5fc4561og,0,5.98,319
13468,v0d00fg10000ca8b4ujc77ueu3u7cm6g,2.86,10,13
13469,v0d00fg10000ca8b4ujc77ueu3u7cm6g,0,10,13
13470,v0d00fg10000ca8b4ujc77ueu3u7cm6g,0,10,13
13471,v0d00fg10000ca8b4ujc77ueu3u7cm6g,0,10,13
13472,v0d00fg10000ca8b4ujc77ueu3u7cm6g,0,6.78,13
13473,v0d00fg10000cdobvubc77uc3h3ncg00,0,10,353
13474,v0d00fg10000cdobvubc77uc3h3ncg00,0,10,353
13475,v0200fg10000cdgd1b3c77u0a8osvb7g,0,10,240
13476,v0200fg10000cdgd1b3c77u0a8osvb7g,0,10,240
13477,v0200fg10000cakl093c77u5515lveng,1.51,8.49,32
13478,v0200fg10000cd5t603c77u8h2jtu0eg,0,10,71
13479,v0200fg10000cd5t603c77u8h2jtu0eg,0,10,71
13480,v0200fg10000cb9unqbc77ucqj8magog,0,8.8,104
13481,v0200fg10000cdqe0rbc77u7cpcj1eig,0,8.66,48
13482,v0d00fg10000cde9rn3c77u0iohfvmhg,0,10,19
13483,v0d00fg10000cde9rn3c77u0iohfvmhg,0,10,19
13484,v0d00fg10000cdc7mcbc77u1eae2q650,0,10,307
13485,v0d00fg10000cdc7mcbc77u1eae2q650,0,10,307
13486,v0200fg10000ccfg8fbc77u0stphido0,0.85,9.15,61
13487,v0d00fg10000cd8i01bc77u7q8nhij00,0.03,10,37
13488,v0d00fg10000cd8i01bc77u7q8nhij00,0,10,37
13489,v0d00fg10000cd8i01bc77u7q8nhij00,0,7.35,37
13490,v0200fg10000cdivllbc77u8aj43rnk0,0,10,305
13491,v0200fg10000cdivllbc77u8aj43rnk0,0,9.95,305
13494,v0300fg10000cdplm4rc77u39e789e9g,1.84,10,349
13495,v0300fg10000cdplm4rc77u39e789e9g,0,10,349
13496,v0300fg10000cdplm4rc77u39e789e9g,0,10,349
13497,v0300fg10000cdplm4rc77u39e789e9g,0,8.16,349
13498,v0300fg10000c3qgsarc77u9f6fah210,7.25,9.99,338
13499,v0300fg10000cdkcj8rc77ueti1l3ss0,3.01,7,338
13501,v0d00fg10000cbohqc3c77u2h93p1evg,0,10,106
13502,v0d00fg10000cbohqc3c77u2h93p1evg,0,10,106
13503,v0d00fg10000cbohqc3c77u2h93p1evg,0,10,106
13504,v0200fg10000cae1tq3c77ufbgc2eh5g,2.29,7.57,12
13505,v0300fg10000c6j1293c77u2510cs1ug,1.97,10,342
13506,v0300fg10000c6j1293c77u2510cs1ug,0,10,342
13507,v0300fg10000c6j1293c77u2510cs1ug,0,10,342
13508,v0300fg10000c6j1293c77u2510cs1ug,0,10,342
13509,v0300fg10000c6j1293c77u2510cs1ug,0,10,342
13511,v0d00fg10000ce0lujjc77ucdpk25jhg,0.85,10,342
13512,v0300fg10000cbgeacjc77u5u5dvrmk0,0,10,344
13513,v0d00fg10000cd2jhfjc77uea11ja3fg,0,10,10
13514,v0d00fg10000cd2jhfjc77uea11ja3fg,0,10,10
13515,v0200fg10000cbr3oe3c77u7mo9d0v4g,0.81,10,84
13516,v0200fg10000cbr3oe3c77u7mo9d0v4g,0,10,84
13517,v0200fg10000cduv41rc77u5jc5gri1g,0,10,49
13518,v0200fg10000cduv41rc77u5jc5gri1g,0,10,49
13519,v0200fg10000cduv41rc77u5jc5gri1g,0,10,49
13520,v0200fg10000cduv41rc77u5jc5gri1g,0,9.85,49
13521,v0300fee0000c0cbjp9t364v06qp2r1g,0,10,77
13523,v0200fg10000cci30r3c77uevvoe6c3g,3.42,10,148
13524,v0200fg10000ce32uurc77ue1mhf55t0,0,10,344
13525,v0200fg10000ce32uurc77ue1mhf55t0,0,10,344
13526,v0200fg10000ce32uurc77ue1mhf55t0,0,6.66,344
13527,v0200fg10000ccrq7m3c77ucqu79e0q0,0.52,9.48,338
13528,v0200fg10000cd98o83c77u27mf6gnb0,0,9.61,71
13529,v0d00fg10000ccbgf8rc77u28m4bfcf0,0,10,74
13530,v0d00fg10000ccbgf8rc77u28m4bfcf0,0,10,74
13531,v0d00fg10000ccbgf8rc77u28m4bfcf0,0,10,74
13532,v0300fg10000cdnmmtrc77u87vgbhnhg,3.17,10,358
13533,v0300fg10000cdnmmtrc77u87vgbhnhg,0,10,358
13534,v0300fg10000cdnmmtrc77u87vgbhnhg,0,10,358
13535,v0300fg10000cdnmmtrc77u87vgbhnhg,0,9.99,358
13536,v0200fg10000c7sbt4jc77u5j0otcj90,4.09,10,398
13537,v0200fg10000c7sbt4jc77u5j0otcj90,0,10,398
13538,v0200fg10000c7sbt4jc77u5j0otcj90,0,10,398
13539,v0200fg10000c7sbt4jc77u5j0otcj90,0,10,398
13540,v0200fg10000cbab4rjc77u17p6hrdq0,0,10,326
13541,v0200fg10000cbab4rjc77u17p6hrdq0,0,10,326
13542,v0200fg10000cbab4rjc77u17p6hrdq0,0,10,326
13543,v0200fg10000cbab4rjc77u17p6hrdq0,0,9.92,326
13544,v0200fg10000c83n2g3c77u3mv3fioeg,6.86,10,32
13545,v0200fg10000c83n2g3c77u3mv3fioeg,0,10,32
13546,v0200fg10000c83n2g3c77u3mv3fioeg,0,10,32
13547,v0200fg10000c83n2g3c77u3mv3fioeg,0,9.97,32
13548,v0200fg10000cdag9d3c77u13lp3rk4g,0,10,397
13549,v0200fg10000c8hikhbc77u258dld0gg,1.45,10,228
13550,v0200fg10000c8hikhbc77u258dld0gg,0,10,228
13551,v0200fg10000c8hikhbc77u258dld0gg,0,10,228
13552,v0200fg10000cb7229bc77u09abfknig,0.76,9.99,344
13556,v0200fg10000cb5b8k3c77ueu00bmcc0,0,10,353
13557,v0200fg10000cb5b8k3c77ueu00bmcc0,0,10,353
13558,v0200fg10000cb5b8k3c77ueu00bmcc0,0,10,353
13559,v0200fg10000cb5b8k3c77ueu00bmcc0,0,10,353
13560,v0200fg10000cb5b8k3c77ueu00bmcc0,0,10,353
13562,v0d00fg10000ce5bhcjc77u4usd956o0,2.68,10,106
13563,v0d00fg10000ce5bhcjc77u4usd956o0,0,10,106
13564,v0300fg10000cdh2oqjc77u5ssuip4ng,3.34,9.99,342
13565,v0d00fg10000cc8crarc77ubdbth2hig,0,3,333
13566,v0300fg10000cc6rrkbc77ua0b5rgdr0,4.84,10,349
13567,v0300fg10000cc6rrkbc77ua0b5rgdr0,0,10,349
13568,v0300fg10000cc6rrkbc77ua0b5rgdr0,0,10,349
13569,v0300fg10000cc6rrkbc77ua0b5rgdr0,0,10,349
13570,v0300fg10000cc6rrkbc77ua0b5rgdr0,0,10,349
13571,v0300fg10000cb8e2frc77u6fpilgd60,4.73,10,342
13572,v0300fg10000cb8e2frc77u6fpilgd60,0,10,342
13573,v0300fg10000cb8e2frc77u6fpilgd60,0,5.58,342
13574,v0200fg10000ccuefsjc77u2jofbda40,0.14,9.86,231
13575,v0200fg10000cdcclirc77uc403gk0s0,0,8.21,105
13576,v0200fg10000c6mt30bc77u5glhgn920,4.35,10,4
13577,v0200fg10000c6mt30bc77u5glhgn920,0,10,4
13578,v0200fg10000c6mt30bc77u5glhgn920,0,10,4
13579,v0200fg10000c6mt30bc77u5glhgn920,0,10,4
13580,v0200fg10000ccuk8pbc77udjoh26n90,0.63,9.37,60
13581,v0d00fg10000cam4parc77u330v2l7f0,0,10,348
13582,v0d00fg10000cam4parc77u330v2l7f0,0,10,348
13583,v0d00fg10000cam4parc77u330v2l7f0,0,10,348
13584,v0d00fg10000cam4parc77u330v2l7f0,0,10,348
13585,v0d00fg10000cdnrtkbc77udf55qgrkg,0,10,353
13586,v0d00fg10000cdnrtkbc77udf55qgrkg,0,10,353
13587,v0d00fg10000cdnrtkbc77udf55qgrkg,0,10,353
13588,v0d00fg10000cdnrtkbc77udf55qgrkg,0,10,353
13589,v0200fg10000cbems4bc77udo9bcou0g,0,10,14
13590,v0300fg10000cdjn5v3c77u50pk3p0u0,0,3,305
13591,v0d00fg10000cc7mvirc77u1mgbttg90,0.72,10,228
13592,v0d00fg10000cc7mvirc77u1mgbttg90,0,9.99,228
13593,v0200fg10000ce3klj3c77udvqamjcag,0,10,106
13594,v0200fg10000ce3klj3c77udvqamjcag,0,10,106
13595,v0300fg10000c3t2m5bc77u5hp29c3kg,0,10,241
13596,v0300fg10000c3t2m5bc77u5hp29c3kg,0,10,241
13597,v0200fg10000c7vrmhrc77u0jjftodrg,0,10,61
13598,v0300fg10000ccpqphjc77u10q1s9cg0,0,9.68,228
13607,v0200fg10000cdf503rc77ucseagb980,1.36,10,106
13608,v0200fg10000cdf503rc77ucseagb980,0,10,106
13609,v0200fg10000cdf503rc77ucseagb980,0,10,106
13610,v0200fg10000cdf503rc77ucseagb980,0,10,106
13611,v0200fg10000cdf503rc77ucseagb980,0,10,106
13612,v0d00fg10000cbphm63c77ud3220tirg,0,10,55
13613,v0200fg10000c4h5hkjc77ubp9c9oqjg,0,10,397
13614,v0200fg10000c4h5hkjc77ubp9c9oqjg,0,10,397
13615,v0d00fg10000cb3vkmjc77u609kv7kj0,0,10,337
13616,v0d00fg10000cb3vkmjc77u609kv7kj0,0,10,337
13617,v0d00fg10000cb3vkmjc77u609kv7kj0,0,10,337
13618,v0200fg10000cdfpjibc77uapc0puvdg,0.79,10,349
13619,v0200fg10000cdfpjibc77uapc0puvdg,0,10,349
13620,v0200fg10000cdfpjibc77uapc0puvdg,0,10,349
13621,v0200fg10000cdfpjibc77uapc0puvdg,0,10,349
13622,v0200fg10000cdfpjibc77uapc0puvdg,0,10,349
13623,v0d00fg10000ccdvrgbc77u11imhou40,1.47,10,108
13624,v0d00fg10000ccdvrgbc77u11imhou40,0,10,108
13625,v0d00fg10000ccdvrgbc77u11imhou40,0,10,108
13626,v0d00fg10000ccdvrgbc77u11imhou40,0,10,108
13627,v0d00fg10000ccdvrgbc77u11imhou40,0,10,108
13628,v0d00fg10000ccdvrgbc77u11imhou40,0,10,108
13629,v0d00fg10000ccdvrgbc77u11imhou40,0,10,108
13630,v0d00fg10000ccdvrgbc77u11imhou40,0,10,108
13631,v0d00fg10000ccju03bc77u7jjj92kjg,0,10,120
13632,v0d00fg10000ccju03bc77u7jjj92kjg,0,10,120
13633,v0d00fg10000ccju03bc77u7jjj92kjg,0,10,120
13634,v0d00fg10000ccju03bc77u7jjj92kjg,0,10,120
13635,v0d00fg10000ccju03bc77u7jjj92kjg,0,10,120
13636,v0200fg10000cdik15rc77u2qsnmg8e0,0.48,10,102
13637,v0200fg10000cdik15rc77u2qsnmg8e0,0,10,102
13638,v0200fg10000cdik15rc77u2qsnmg8e0,0,10,102
13639,v0200fg10000cdik15rc77u2qsnmg8e0,0,9.03,102
13640,v0300fg10000ce4mp0rc77ucg2sqqia0,0,10,241
13645,v0d00fg10000cdidp8bc77u31po1pt40,4.41,10,305
13646,v0200fg10000cbkbsmjc77ub16e2gin0,1.79,8.21,235
13647,v02033g10000cb9nq4rc77u4cau64290,0,10,54
13648,v0d00fg10000cct73tbc77u73cbdpcb0,2.28,10,196
13649,v0d00fg10000cct73tbc77u73cbdpcb0,0,10,196
13650,v0d00fg10000cct73tbc77u73cbdpcb0,0,10,196
13651,v0d00fg10000cct73tbc77u73cbdpcb0,0,10,196
13652,v0d00fg10000cct73tbc77u73cbdpcb0,0,10,196
13653,v0d00fg10000cbhqvfjc77u0i9eu0vsg,2.94,7.06,235
13654,v0200fg10000cdh5gdbc77u0uc81vp70,0.18,9.76,164
13655,v0200fg10000ca9citrc77ubho704gkg,3.66,7.04,86
13656,v0300fg10000cd8b7l3c77u8817tu820,0,10,74
13657,v0200fg10000c5vqq3bc77u6bmsg18a0,0,10,241
13658,v0200fg10000c5vqq3bc77u6bmsg18a0,0,10,241
13659,v0200fg10000cav9fn3c77u7igh1r7k0,0,9.47,341
13660,v0300fg10000cbhqiurc77u0011ttk50,0,10,352
13661,v0300fg10000cbhqiurc77u0011ttk50,0,10,352
13662,v0300fg10000cbhqiurc77u0011ttk50,0,10,352
13663,v0300fg10000cbhqiurc77u0011ttk50,0,7.25,352
13664,v0300fg10000cbqd073c77ubcenr8su0,4.45,10,104
13665,v0300fg10000cbqd073c77ubcenr8su0,0,10,104
13666,v0300fg10000cbqd073c77ubcenr8su0,0,5.55,104
13667,v0300fg10000ccu9vujc77u0d3l7g8mg,0,10,120
13668,v0300fg10000ccu9vujc77u0d3l7g8mg,0,10,120
13669,v0300fg10000ccu9vujc77u0d3l7g8mg,0,10,120
13670,v0300fg10000ccu9vujc77u0d3l7g8mg,0,10,120
13671,v0300fg10000ccu9vujc77u0d3l7g8mg,0,10,120
13672,v0300fg10000ccu9vujc77u0d3l7g8mg,0,10,120
13673,v0300fg10000ccu9vujc77u0d3l7g8mg,0,10,120
13674,v0300fg10000ccu9vujc77u0d3l7g8mg,0,10,120
13675,v0200fg10000ccoo57jc77u17cem2sg0,0,10,341
13676,v0200fg10000ccoo57jc77u17cem2sg0,0,10,341
13677,v0200fg10000ccoo57jc77u17cem2sg0,0,10,341
13678,v0200fg10000ccoo57jc77u17cem2sg0,0,10,341
13679,v0200fg10000cau5393c77u7ier7eu2g,0,10,326
13680,v0200fg10000c83hglbc77ubkte768ig,4.23,5.78,19
13681,v0200fg10000ce10p2bc77u74rq2i9jg,4.97,8.23,398
13682,v0200fg10000ccv2djbc77uf1t0nbs3g,0,1.23,60
13683,v0300fg10000ce01t63c77u24cu0gkk0,0,10,348
13684,v0300fg10000ccaah7jc77u2ljp04p20,2.93,10,49
13685,v0300fg10000ccaah7jc77u2ljp04p20,0,10,49
13687,v0300fg10000ccajr9bc77uace2c96dg,0,10,56
13688,v0300fg10000ccajr9bc77uace2c96dg,0,10,56
13689,v0200fg10000cccth1rc77ubqcdvg8k0,1.76,5.74,48
13690,v0300fg10000ccm1t1rc77ubgh19d0ag,0,10,106
13691,v0300fg10000ccm1t1rc77ubgh19d0ag,0,10,106
13692,v0200fg10000cdhrj5bc77ud4emff6og,0,6.76,306
13693,v0d00fg10000cdcknqbc77uf67aujl6g,2.69,7.32,105
13694,v0200fg10000ccf6tfbc77ud2km2pa90,0,10,151
13695,v0d00fg10000ce4v2ujc77u4q4ski1f0,1.62,10,54
13696,v0d00fg10000ce4v2ujc77u4q4ski1f0,0,8.38,54
13699,v0300fg10000cdqttg3c77uaa9gj5io0,2.06,7.95,232
13700,v0200fg10000cbhpcbjc77u5ppqmdv70,3.26,6.73,338
13701,v0300fg10000c4mv3o3c77uado2r5rn0,0,2.65,338
13702,v0200fg10000cdm6j4bc77ub1haiafu0,0.35,10,10
13703,v0200fg10000cdm6j4bc77ub1haiafu0,0,10,10
13704,v0200fg10000cdm6j4bc77ub1haiafu0,0,9.97,10
13705,v0300fg10000cdmqoajc77ufkt2t32mg,0,5.41,312
13706,v0300fg10000c9j67dbc77u1f65lsq0g,4.38,10,105
13707,v0300fg10000c9j67dbc77u1f65lsq0g,0,10,105
13708,v0200fg10000cc89ljbc77u5c9jb8l20,0,10,81
13709,v0200fg10000cc89ljbc77u5c9jb8l20,0,10,81
13710,v0200fg10000cc89ljbc77u5c9jb8l20,0,10,81
13711,v0200fg10000cc89ljbc77u5c9jb8l20,0,10,81
13712,v0200fg10000cc89ljbc77u5c9jb8l20,0,8.13,81
13713,v0200fg10000cd3sqcbc77uaq65ijf30,0,10,57
13714,v0200fg10000cd3sqcbc77uaq65ijf30,0,10,57
13715,v0200fg10000ca16upbc77udrir81m70,7,9.75,164
13716,v0d00cg10000c2vou0qcf2uupae0qvig,8.28,10,108
13717,v0d00cg10000c2vou0qcf2uupae0qvig,0,10,108
13718,v0d00cg10000c2vou0qcf2uupae0qvig,0,10,108
13719,v0d00cg10000c2vou0qcf2uupae0qvig,0,10,108
13720,v0d00cg10000c2vou0qcf2uupae0qvig,0,9.99,108
13721,v0200fg10000c6jke3rc77u3k04vr3n0,0,10,397
13723,v0d00fg10000c9s591bc77ueb5uh0sq0,0,10,81
13724,v0d00fg10000c9s591bc77ueb5uh0sq0,0,10,81
13725,v0d00fg10000c9s591bc77ueb5uh0sq0,0,10,81
13726,v0d00fg10000c9s591bc77ueb5uh0sq0,0,10,81
13727,v0300fg10000c9to463c77u916tlr7ig,2.4,7.6,104
13728,v0300f310000c1e2ill8f26n16cghaug,4.52,8.05,203
13729,v0300fg10000ccklhj3c77udbn2eh6h0,0,10,14
13730,v0300fg10000ccklhj3c77udbn2eh6h0,0,10,14
13731,v0200fg10000cdte5rrc77ubokk8tsv0,0,10,349
13732,v0200fg10000cdte5rrc77ubokk8tsv0,0,10,349
13733,v0200fg10000cdte5rrc77ubokk8tsv0,0,10,349
13734,v0200fg10000cddjv63c77u0o791u5j0,2.05,7.95,20
13735,v0d00fg10000cd38kibc77u3ll239f30,2.38,10,37
13736,v0d00fg10000cd38kibc77u3ll239f30,0,7.62,37
13737,v0200fg10000cd1vpjbc77ub62r47k10,0,10,20
13738,v0200fg10000cd1vpjbc77ub62r47k10,0,10,20
13739,v0200fg10000cdochbbc77u8p202l7l0,3.25,10,93
13740,v0200fg10000cdochbbc77u8p202l7l0,0,10,93
13741,v0200fg10000cdochbbc77u8p202l7l0,0,10,93
13742,v0200fg10000cdochbbc77u8p202l7l0,0,10,93
13743,v0200fg10000ceeelp3c77uabifs7sg0,0,10,307
13744,v0300fg10000cd31s7rc77u21nt1qv3g,0,10,106
13745,v0300fg10000cd31s7rc77u21nt1qv3g,0,10,106
13746,v0300fg10000cd31s7rc77u21nt1qv3g,0,10,106
13747,v0300fg10000cd31s7rc77u21nt1qv3g,0,10,106
13749,v0d00fg10000cdj6fcjc77udo7lgtjeg,0,10,131
13750,v0d00fg10000c7f505jc77ueevts6ing,1.62,10,54
13751,v0d00fg10000c7f505jc77ueevts6ing,0,8.38,54
13752,v0200fg10000cbsftfjc77u9p909umc0,0,10,20
13753,v0300fg10000caga4ubc77u8qpujckdg,1.82,8.18,61
13754,v0300fg10000cc8borjc77u1hedrg49g,0,10,108
13755,v0300fg10000cc8borjc77u1hedrg49g,0,10,108
13756,v0300fg10000cc8borjc77u1hedrg49g,0,10,108
13757,v0300fg10000cc8borjc77u1hedrg49g,0,10,108
13758,v0300fg10000cc8borjc77u1hedrg49g,0,10,108
13759,v0300fg10000cc8borjc77u1hedrg49g,0,10,108
13760,v0d00fg10000ccslt0bc77u2cu5dsm80,0,10,71
13761,v0d00fg10000ccslt0bc77u2cu5dsm80,0,10,71
13762,v0d00fg10000ccslt0bc77u2cu5dsm80,0,8.28,71
13763,v0200fg10000cb8j933c77u7m4p7kgb0,2.44,7.56,306
13765,v0200fg10000cdn6bqbc77u58g44h6h0,0.75,9.94,333
13766,v0d00fg10000cdcekejc77u8q4k9psj0,1.15,10,32
13767,v0d00fg10000cdcekejc77u8q4k9psj0,0,8.85,32
13768,v0200fg10000cdek9kbc77ucv5nthdhg,0.27,10,359
13769,v0200fg10000cdek9kbc77ucv5nthdhg,0,9.99,359
13770,v0300fg10000c8m174bc77u950ao7vog,0,10,397
13771,v0d00fg10000cchfnm3c77ufj7qcm4j0,0,10,322
13772,v0d00fg10000cchfnm3c77ufj7qcm4j0,0,10,322
13773,v0d00fg10000cchfnm3c77ufj7qcm4j0,0,10,322
13774,v0d00fg10000cchfnm3c77ufj7qcm4j0,0,10,322
13775,v0200fg10000ce1e9kjc77uck2k3glog,0,10,398
13776,v0200fg10000ce1e9kjc77uck2k3glog,0,10,398
13777,v0200fg10000cck85vrc77u5p6b02skg,0,10,56
13778,v0200fg10000cck85vrc77u5p6b02skg,0,10,56
13779,v0200fg10000cck85vrc77u5p6b02skg,0,10,56
13780,v0200fg10000cd0kkprc77u8pdc81hlg,8.73,10,231
13781,v0200fg10000cd0kkprc77u8pdc81hlg,0,10,231
13782,v0200fg10000cd0kkprc77u8pdc81hlg,0,10,231
13783,v0200fg10000cd0kkprc77u8pdc81hlg,0,10,231
13784,v0200fg10000cd0kkprc77u8pdc81hlg,0,10,231
13785,v0300fg10000cdhpdlrc77u4u4pik8hg,1.02,8.98,312
13786,v0200fg10000cbauoprc77u1bnevig5g,0,10,347
13787,v0200fg10000cc3gicjc77uevf8cksmg,0,10,19
